"index_no","property_address","bedrooms","bathrooms","agent_name","area_code","telephone","price","media_description","media_category_id","media_category_url","media_video_type","mls_number","property_type","building_stories","interior_size","exterior_size","agent_id","corporation_name","agent_position","org_name","org_address","org_id","org_type","org_ph_no","org_designation","prop_zone_type","prop_parking","prop_parking_space","prop_type","province_name","latitude","longitude","postcode"
452,"2210 LOYOLA AVENUE UNIT#55|Ottawa, Ontario K1J8H5",3,2,"Tony (Anthony) Rhodes",613,2766061,429000,NULL,NULL,NULL,NULL,"1348233","Row / Townhouse",2,NULL,NULL,1404202,NULL,"Salesperson","COLDWELL BANKER RHODES & COMPANY","200 CATHERINE ST UNIT 201|OTTAWA, Ontario K2P2K9",49769,"Firm",2369551,NULL,NULL,"Open",1,"Single Family","Ontario","45.451302","-75.589341","K1J8H5"
453,"5640 PHILIP STREET|Osgoode, Ontario K0A2W0",3,2,"Tara Lovelace",613,3044735,624900,"AdditionalPicturesWebsite",5,"https://www.myvisuallistings.com/vt/338693",NULL,"1348242","House",1,NULL,NULL,1921682,NULL,"Salesperson","FIDACITY REALTY","800-1730 ST. LAURENT BLVD|OTTAWA, Ontario K1G1L5",285087,"Firm",2229915,NULL,NULL,"Oversize, Surfaced",6,"Single Family","Ontario","45.146117","-75.601631","K0A2W0"
454,"2165 MONSON CRESCENT|Ottawa, Ontario K1J6A7",4,2,"Jeffrey Usher",613,8291000,809500,NULL,NULL,NULL,NULL,"1348245","House",NULL,NULL,NULL,1404529,NULL,"Broker of Record","GRAPE VINE REALTY INC.","48 CINNABAR WAY|Ottawa, Ontario K2S1Y6",277643,"Firm",8291000,NULL,NULL,"Open",4,"Single Family","Ontario","45.462565","-75.597103","K1J6A7"
107,"234 RIDEAU STREET UNIT#1707|Ottawa, Ontario K1N0A9",2,2,"Debbie Chang",613,2550159,588000,"VideoTourWebsite",2,"https://youtu.be/1PaL9iOaQBc","Youtube","1348281","Apartment",1,NULL,NULL,1988520,NULL,"Salesperson","RIGHT AT HOME REALTY","14 CHAMBERLAIN AVE SUITE 101|Ottawa, Ontario K1S1V9",285006,"Firm",3695199,NULL,NULL,"Underground",1,"Single Family","Ontario","45.427664","-75.687384","K1N0A9"
108,"504 PORTER ROAD|Smiths Falls, Ontario K7A4S4",4,3,"Manuela Da Silva",613,5902970,829900,"VideoTourWebsite",2,"https://media.otbxair.com/504-Porter-Rd","Other","1348291","House",NULL,NULL,NULL,2047832,NULL,"Salesperson","RE/MAX HALLMARK REALTY GROUP","4366 INNES ROAD|OTTAWA, Ontario K4A3W3",278198,"Firm",5903000,NULL,NULL,"Attached Garage",8,"Single Family","Ontario","44.925856","-76.086317","K7A4S4"
109,"538 MUTUAL STREET|Ottawa, Ontario K1K1C6",3,3,"Ryan Lafrange",613,3249631,799900,NULL,NULL,NULL,NULL,"1348310","House",3,NULL,NULL,1777242,NULL,"Broker","EXP REALTY","343 PRESTON STREET, 11TH FLOOR|OTTAWA, Ontario K1S1N4",280312,"Firm",5307737,NULL,NULL,"Oversize, Surfaced",10,"Single Family","Ontario","45.433095","-75.643889","K1K1C6"
455,"5782 BARSONA PLACE|Orleans, Ontario K1C1J3",3,2,"Dan Boulerice",613,5138222,799900,"AdditionalPicturesWebsite",5,"http://www.6782barsona.com/",NULL,"1348313","House",1,NULL,NULL,1881650,NULL,"Broker","RE/MAX DELTA REALTY TEAM","2316 ST. JOSEPH BLVD.|OTTAWA, Ontario K1C1E8",278552,"Firm",8300000,NULL,NULL,"Attached Garage",5,"Single Family","Ontario","45.469729","-75.518393","K1C1J3"
110,"160 POOLE STREET|Arnprior, Ontario K7S1J2",4,3,"Jenna Ritchie",613,5528627,750000,"VideoTourWebsite",2,"https://youtu.be/MgzCB81hWOM","Youtube","1348321","House",2,NULL,NULL,1915120,NULL,"Salesperson","RE/MAX AFFILIATES REALTY LTD.","747 SILVER SEVEN ROAD UNIT 29|OTTAWA, Ontario K2V0H2",218743,"Firm",4575000,NULL,NULL,"Detached Garage",8,"Single Family","Ontario","45.442144","-76.373801","K7S1J2"
111,"1830 SUMMERFIELDS CRESCENT|Orleans, Ontario K1C7B8",3,3,"Mohnish Aggerwal",613,2667912,447000,NULL,NULL,NULL,NULL,"1348326","Row / Townhouse",2,NULL,NULL,1527380,NULL,"Salesperson","SOLID ROCK REALTY","5 CORVUS COURT|OTTAWA, Ontario K2E7Z4",62208,"Firm",4846042,NULL,NULL,"Attached Garage",2,"Single Family","Ontario","45.447883","-75.53399","K1C7B8"
112,"1725 ALGUIRE STREET|Cornwall, Ontario K6J3N3",6,2,"Hamid Riahi",613,8607355,599000,"VideoTourWebsite",2,"https://my.matterport.com/show/?m=Qrwkhr2kREJ","Matterport","1348330","House",1,NULL,NULL,1404203,NULL,"Broker","POWER MARKETING REAL ESTATE INC.","791 MONTREAL ROAD|OTTAWA, Ontario K1K0S9",260419,"Firm",8607355,NULL,NULL,"Attached Garage",8,"Single Family","Ontario","45.034497","-74.759537","K6J3N3"
461,"43 LOMBARD STREET|Smiths Falls, Ontario K7A4G1",NULL,0,"Melissa Nguyen",613,5327602,64900,NULL,NULL,NULL,NULL,"1348355",NULL,NULL,NULL,NULL,2093419,NULL,"Salesperson","AVENUE NORTH REALTY INC.","482 PRESTON STREET|OTTAWA, Ontario K1S4N8",286351,"Firm",2313000,NULL,NULL,NULL,NULL,"Vacant Land","Ontario","44.89517","-76.025066","K7A4G1"
462,"132 CYPRESS STREET|Limoges, Ontario K0A2M0",3,2,"Mathieu Fournier",613,6141853,664900,NULL,NULL,NULL,NULL,"1348359","House",2,NULL,NULL,2076426,NULL,"Salesperson","ROYAL LEPAGE PERFORMANCE REALTY","901 NOTRE DAME ST|Embrun, Ontario K0A1W0",291884,"Firm",8780015,NULL,NULL,"Attached Garage, Surfaced",3,"Single Family","Ontario","45.34887","-75.245652","K0A2M0"
463,"3802 MCGAHEY LANE|Kemptville, Ontario K0G1J0",NULL,0,"Neil Usher",613,8506399,330000,NULL,NULL,NULL,NULL,"1348365",NULL,NULL,NULL,NULL,1404530,NULL,"Salesperson","COLDWELL BANKER FIRST OTTAWA REALTY","5500 MANOTICK MAIN STREET|Manotick, Ontario K4M1A5",277645,"Firm",6921444,NULL,NULL,NULL,NULL,"Vacant Land","Ontario","45.0946","-75.6203","K0G1J0"
464,"6515 BUNKER ROAD|Ottawa, Ontario K4M1B3",4,3,"Jason Clement",613,2221905,949900,"VideoTourWebsite",2,"http://www.myvisuallistings.com/cvtnb/338619","Other","1348369","House",2,NULL,NULL,2058638,NULL,"Salesperson","ROYAL LEPAGE TEAM REALTY","5536 MANOTICK MAIN ST|Manotick, Ontario K4M1A7",49869,"Firm",6923567,NULL,NULL,"Attached Garage",6,"Single Family","Ontario","45.172164","-75.633861","K4M1B3"
465,"133 CYPRESS STREET|Limoges, Ontario K0A2M0",3,2,"Mathieu Fournier",613,6141853,693150,NULL,NULL,NULL,NULL,"1348370","House",2,NULL,NULL,2076426,NULL,"Salesperson","ROYAL LEPAGE PERFORMANCE REALTY","901 NOTRE DAME ST|Embrun, Ontario K0A1W0",291884,"Firm",8780015,NULL,NULL,"Attached Garage, Surfaced",3,"Single Family","Ontario","45.34887","-75.245652","K0A2M0"
113,"161 IRONSTONE COURT|Stittsville, Ontario K2S0L4",5,4,"Adam Mills",613,9025400,2195000,"VideoTourWebsite",2,"https://listings.insideottawamedia.ca/sites/161-ironstone-ct-ottawa-on-k2s-0l4-4808979/branded","Other","1348377","House",2,NULL,NULL,1895148,NULL,"Broker of Record","ROYAL LEPAGE TEAM REALTY ADAM MILLS","5536 MANOTICK MAIN ST|Manotick, Ontario K4M1A7",276287,"Firm",9025400,NULL,NULL,"Attached Garage, Inside Entry, Oversize, Surfaced",12,"Single Family","Ontario","45.23058","-75.925211","K2S0L4"
491,"261 Rue Merry S.|#D-101|Magog, Quebec J1X3L2",1,1,"Jeannette Lepage",819,5602687,398000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON&NoMLS=13552170&Lang=E",NULL,"13552170","Apartment",3,"464.36 sqft",NULL,1601899,NULL,"Residential and Commercial Real Estate Broker","GROUPE SUTTON-IMMOBILIER ESTRIE - Magog","2300 Principale, ouest |Magog, Quebec J1X0J1",274473,"Firm",8470444,"Real Estate Agency","Mixed","Other",1,"Single Family","Quebec","45.26111328","-72.15952153","J1X3L2"
60,"Ch. Hammond|Mille-Isles, Quebec J0R1H0",NULL,NULL,"Mario Allaire",450,9713075,369000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=13869294&Lang=E",NULL,"13869294",NULL,NULL,NULL,NULL,1960457,"Mario Allaire Courtier Immobilier Inc.","Residential and Commercial Real Estate Broker","RE/MAX BONJOUR","286 Rue Principale |Saint-Sauveur, Quebec J0R1R0",284013,"Firm",2278411,"Real Estate Agency","Residential",NULL,NULL,"Vacant Land","Quebec","45.84152692","-74.25508016","J0R1H0"
59,"1851-1859 Boul. Base-de-Roc|Joliette, Quebec J0K1L0",3,2,"Nickolas Nadeau",450,8030546,449900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=PROPRIO&NoMLS=14003661&Lang=E",NULL,"14003661","House",1,NULL,NULL,2085793,NULL,"Residential Real Estate Broker","PROPRIO DIRECT","200 - 3899 aut. des Laurentides |Laval, Quebec H7L3H7",54123,"Firm",8564444,"Real Estate Agency","Residential/Commercial","Detached Garage, Garage, Other",10,"Single Family","Quebec","46.00102693","-73.41042668","J0K1L0"
346,"10 18e Avenue|Drummondville, Quebec J2B3T1",3,1,"Joël Bruneau",450,7795395,269000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE&NoMLS=14280683&Lang=E",NULL,"14280683","House",1,NULL,"96.5000",2043548,NULL,"Residential Real Estate Broker","ROYAL LEPAGE AU SOMMET - Drummondville","450 rue Saint-Pierre |Drummondville, Quebec J2C3W1",294324,"Firm",4743134,"Real Estate Agency","Commercial","Detached Garage, Garage, Other",4,"Single Family","Quebec","45.8693233","-72.50058115","J2B3T1"
58,"151 Ch. du Curé-Deslauriers|#207-209|Mont-Tremblant, Quebec J8E1T1",2,2,"André Parisien",819,4254905,279000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=EVQUEBEC&NoMLS=14620698&Lang=E",NULL,"14620698","Apartment",NULL,"771.77 sqft",NULL,1400746,"Gestion André Parisien Inc.","Residential and Commercial Real Estate Broker","ENGEL & VOLKERS TREMBLANT","1000 Chemin des Voyageurs |Mont-Tremblant, Quebec J8E1T1",277537,"Firm",6815000,"Real Estate Agency","Vacationing area","Garage",1,"Single Family","Quebec","46.21010266","-74.58777819","J8E1T1"
57,"187 Rue Lecourt|Repentigny (Repentigny), Quebec J6A5Y1",4,1,"Lynda Lachance",514,7031263,448800,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON&NoMLS=14629039&Lang=E",NULL,"14629039","House",1,NULL,NULL,1441634,NULL,"Certified Residential and Commercial Real Estate Broker","GROUPE SUTTON SYNERGIE INC. - Pointe-aux-Trembles","12947 Sherbrooke E. |Pointe-aux-Trembles, Quebec H1A1B9",275527,"Firm",7890888,"Real Estate Agency","Residential","Other",2,"Single Family","Quebec","45.743509","-73.466973","J6A5Y1"
56,"159 Av. du Manoir|#4|Montréal (L'Île-Bizard/Sainte-Geneviève), Quebec H9C2R6",2,1,"Paul Martinelli",514,7083968,324500,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=IFL&NoMLS=14663479&Lang=E",NULL,"14663479","Apartment",3,"930 sqft",NULL,1528654,"Paul Martinelli inc.","Residential and Commercial Real Estate Broker","M IMMOBILIER","400 - 147 av. Cartier |Pointe-Claire, Quebec H9S4R9",275741,"Firm",5452545,"Real Estate Agency","Residential","Other",2,"Single Family","Quebec","45.487481","-73.872825","H9C2R6"
328,"181 Imp. Henri|Gatineau (Buckingham), Quebec J8L1H2",3,1,"Vyncent Ledoux",819,5931768,299900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=14804621&Lang=E",NULL,"14804621","House",2,"1209.86 sqft",NULL,1978674,"VYNCENT LEDOUX, COURTIER IMMOBILIER INC.","Residential Real Estate Broker","RE/MAX VISION - Hull","200A - 260 boul. Saint-Raymond |Gatineau, Quebec J9A3G7",57118,"Firm",7759666,"Real Estate Agency","Residential","Other",6,"Single Family","Quebec","45.589446","-75.409942","J8L1H2"
329,"164 Rue de Dublin|Gatineau (Aylmer), Quebec J9J0Y9",3,1,"Gabriel Létourneau",819,3287765,494900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=15369062&Lang=E",NULL,"15369062","House",2,"130.8 sqft",NULL,1981348,"GABRIEL LÉTOURNEAU INC.","Residential and Commercial Real Estate Broker","RE/MAX DIRECT INC. - Gatineau","10 - 2310 rue St-Louis |Gatineau, Quebec J8T5L7",275638,"Firm",7702100,"Real Estate Agency","Residential","Other",3,"Single Family","Quebec","45.434931","-75.807263","J9J0Y9"
55,"6753 Rue Waverly|Montréal (Rosemont/La Petite-Patrie), Quebec H2S3H8",2,2,"Anthony Desautels",514,7884444,715000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=15753408&Lang=E",NULL,"15753408","Apartment",2,"1254 sqft",NULL,1938457,"Anthony Desautels Inc.","Residential Real Estate Broker","RE/MAX L'ESPACE","200 - 180 rue Peel |Montréal, Quebec H3C2G7",274723,"Firm",7884444,"Real Estate Agency","Residential",NULL,NULL,"Single Family","Quebec","45.530837","-73.614803","H2S3H8"
53,"389 Rue St-Thomas|Saint-Lambert, Quebec J4R1Y2",5,2,"Mihaela Laura Bar",514,7570164,1289000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE&NoMLS=16451188&Lang=E",NULL,"16451188","House",1,NULL,"2223.0000",2133293,NULL,"Residential Real Estate Broker","ROYAL LEPAGE PLUS","285 rue Parent |Saint-Jérôme, Quebec J7Z1Z8",269230,"Firm",4384646,"Real Estate Agency","Residential","Garage, Other",3,"Single Family","Quebec","45.489798","-73.499483","J4R1Y2"
52,"684Z Ch. du Golf|Sainte-Julie, Quebec J3Y1Y1",3,1,"Claude Vallée",514,7950577,675000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=KRYZALID&NoMLS=16581766&Lang=E",NULL,"16581766","House",2,NULL,NULL,1486726,"Claude Vallée, Courtier Immobilier Inc.","Certified Residential and Commercial Real Estate Broker","RE/MAX SIGNATURE INC.","200 - 130 boul. de Mortagne |Boucherville, Quebec J4B5M7",54195,"Firm",4494411,"Real Estate Agency","Residential","Integrated Garage, Garage, Other",5,"Single Family","Quebec","45.59070013","-73.28868858","J3Y1Y1"
51,"104 Ch. de la Pointe|Rivière-Ouelle, Quebec G0L2C0",3,1,"Gilles Couture",418,5986031,119000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=16584413&Lang=E",NULL,"16584413","House",1.5,"1184 sqft","920 sqft",1457003,NULL,"Certified Residential and Commercial Real Estate Broker","RE/MAX ÉLÉGANCE INC.","44 de Gaspé Est |Saint-Jean-Port-Joli, Quebec G0R3G0",55952,"Firm",5986031,"Real Estate Agency","Residential","Other",4,"Single Family","Quebec","47.43230876","-70.01832632","G0L2C0"
323,"244 Rue Principale|Fassett, Quebec J0V1H0",2,1,"Bruno St-Denis",819,9838607,249900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=16716125&Lang=E",NULL,"16716125","House",1,"504 sqft",NULL,1822431,NULL,"Residential and Commercial Real Estate Broker","RE/MAX VISION - Buckingham","999 rue Dollard |Gatineau, Quebec J8L3E6",153925,"Firm",9863011,"Real Estate Agency","Mixed","Other",5,"Single Family","Quebec","45.63967678","-74.84737229","J0V1H0"
477,"24 Route 111|Val-d'Or, Quebec J9P0C1",2,1,"Steeve Authier",819,8560756,295000,NULL,NULL,NULL,NULL,"17205286","House",1,NULL,NULL,2002258,NULL,"Residential and Commercial Real Estate Broker","VENDIRECT INC. - Abitibi","1068 7e Rue |Val D'Or, Quebec J9P3R5",286456,"Firm",2623131,"Real Estate Agency","Residential",NULL,NULL,"Single Family","Quebec","48.17564856","-77.85197566","J9P0C1"
322,"319 Rue de Fontenelle|Gatineau (Gatineau), Quebec J8T0C6",3,2,"Yannick Arseneault",819,3606967,459900,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=17289964&Lang=E",NULL,"17289964","House",2,"1367.02 sqft",NULL,1762700,"YANNICK ARSENEAULT COURTIER IMMOBILIER INC.","Residential and Commercial Real Estate Broker","RE/MAX VISION","102 - 225 boul de la Gappe |Gatineau, Quebec J8T7Y3",57117,"Firm",2433111,"Real Estate Agency","Residential","Other",2,"Single Family","Quebec","45.47483391","-75.67599267","J8T0C6"
126,"409-765 MCGILL RD|Kamloops, British Columbia V2C0B7",1,1,"AARON KRAUSERT",250,8190502,384900,"AlternateFeatureSheetWebsite",1,"https://listings.kadrea.com/listing/409-765-MCGILL-RD/2b5oo",NULL,"173470","Apartment",NULL,"836 sqft",NULL,1896174,NULL,"Personal Real Estate Corporation","RE/MAX REAL ESTATE (KAMLOOPS)","258 SEYMOUR STREET|KAMLOOPS, British Columbia V2C2E5",54763,"Firm",3743331,NULL,NULL,"Underground",NULL,"Single Family","British Columbia","50.668425","-120.358803","V2C0B7"
357,"303 250 Dalhousie Drive|Winnipeg, Manitoba R3T2Z1",2,1,"Jason Yee",204,4759130,219888,NULL,NULL,NULL,NULL,"202317293","Apartment",1,"810 sqft",NULL,1956038,NULL,NULL,"Sutton Group - Kilkenny Real Estate","663 Stafford Street|Winnipeg, Manitoba R3M2X7",46739,"Firm",4759130,NULL,NULL,"Detached Garage, Other",1,"Single Family","Manitoba","49.796011","-97.147379","R3T2Z1"
532,"220-1760 BRUNNER AVE|Kamloops, British Columbia V2B3L7",2,1,"SUSAN TAYLOR",250,8192724,299900,"AlternateFeatureSheetWebsite",1,"https://listings.royallepagekamloops.com/listing/220-1760-BRUNNER-AVE/2b341",NULL,"173475","Apartment",NULL,"871 sqft",NULL,2004665,NULL,NULL,"ROYAL LEPAGE WESTWIN RLTY.","800 SEYMOUR ST.|KAMLOOPS, British Columbia V2C2H5",54736,"Firm",3741461,NULL,NULL,"Open (1), Other",NULL,"Single Family","British Columbia","50.700617","-120.390951","V2B3L7"
128,"6234 HILLVIEW DRIVE|Kamloops, British Columbia",5,4,"SCOTT MCDOWELL",250,3741461,1249900,"AlternateFeatureSheetWebsite",1,"https://listings.royallepagekamloops.com/listing/6234-HILLVIEW-DR/2avj7",NULL,"173480","House",NULL,"4238 sqft",NULL,1572397,NULL,"Personal Real Estate Corporation","ROYAL LEPAGE WESTWIN RLTY.","800 SEYMOUR ST.|KAMLOOPS, British Columbia V2C2H5",54736,"Firm",3741461,NULL,NULL,"Garage (2), Detached Garage",NULL,"Single Family","British Columbia","50.666631","-120.157017",NULL
127,"845 REGENT CRES|Kamloops, British Columbia V1S1X1",5,3,"LEANNE DOYLE",778,2201124,716000,"AlternateFeatureSheetWebsite",1,"https://listings.kadrea.com/listing/845-REGENT-CRES/2b8cu",NULL,"173481","House",NULL,"1768 sqft",NULL,1599551,NULL,NULL,"CENTURY 21 EXECUTIVES REALTY LTD (KAMLOOPS BRANCH)","867 VICTORIA ST|KAMLOOPS BC, British Columbia V2C2B7",292834,"Firm",3773030,NULL,NULL,"Garage (2)",NULL,"Single Family","British Columbia","50.635436","-120.363953","V1S1X1"
93,"6280 POPLAR STREET|Powell River, British Columbia V8A4L2",2,1,"NEIL FROST",604,4836345,399900,"AlternateFeatureSheetWebsite",1,"https://realtyhd.com/6284-POPLAR-ST/2b7r7",NULL,"17381","House",NULL,"780 sqft",NULL,1646050,NULL,NULL,"ROYAL LEPAGE POWELL RIVER","4766 Joyce Ave.|Powell River, British Columbia V8A3B6",277446,"Firm",4854231,NULL,NULL,"Open",NULL,"Single Family","British Columbia","49.876477","-124.550828","V8A4L2"
44,"5859 Rue René-Auclair|Québec (La Haute-Saint-Charles), Quebec G3E0E1",2,2,"Marco Sansoni",418,5752771,349500,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=17603454&Lang=E",NULL,"17603454","House",2,NULL,NULL,1912642,NULL,"Residential and Commercial Real Estate Broker","RE/MAX RÉFÉRENCE 2000","250-3333 du Carrefour |Québec, Quebec G1C5R9",55904,"Firm",6665050,"Real Estate Agency","Residential","Other",2,"Single Family","Quebec","46.876517","-71.347235","G3E0E1"
43,"2108 Rue du Centre|#218|Montréal (Le Sud-Ouest), Quebec H3K3C4",1,1,"Audrey Giguère",438,5012345,467500,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=SUTTON&NoMLS=17640963&Lang=E",NULL,"17640963","Apartment",NULL,"750.24 sqft",NULL,2100815,"Audrey Giguère inc.","Residential Real Estate Broker","GROUPE SUTTON IMMOBILIA INC. - MONTREAL","793 rue Mont-Royal E. |Montréal, Quebec H2J1W8",54302,"Firm",5291010,"Real Estate Agency","Residential","Garage",1,"Single Family","Quebec","45.48143","-73.564504","H3K3C4"
42,"4475 Rue Caron|Sept-Îles, Quebec G0G1L0",3,2,"Caroline Truchon",418,9657344,249000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=17875351&Lang=E",NULL,"17875351","House",1,NULL,NULL,1932804,NULL,"Residential and Commercial Real Estate Broker","RE/MAX DISTINCTION","485 boul. Laflèche |Baie-Comeau, Quebec G5C1C4",236646,"Firm",2951911,"Real Estate Agency","Residential","Other",4,"Single Family","Quebec","50.13494638","-66.61913907","G0G1L0"
38,"155 Rue de Falaise|McMasterville, Quebec J3G5K5",4,2,"Zuo Xing Ye",514,8331993,469000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE&NoMLS=19213295&Lang=E",NULL,"19213295","House",1,"1050.02 sqft","1050.02 sqft",1534674,NULL,"Certified Residential and Commercial Real Estate Broker AEO","ROYAL LEPAGE DU QUARTIER H.Y.","C - 6971 ch.Côte-de-Liesse |Saint-Laurent, Quebec H4T1Z3",218305,"Firm",8331993,"Real Estate Agency","Residential","Other",2,"Single Family","Quebec","45.552141","-73.228837","J3G5K5"
37,"121 Place Labonté|Saint-Lambert-de-Lauzon, Quebec G0S2W0",4,1,"Pascal Morin",418,8828686,329000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=19391565&Lang=E",NULL,"19391565","House",1,"93.2 m2","93.2 m2",2060245,"Pascal Morin, Courtier Immobilier Inc.","Residential Real Estate Broker","RE/MAX AVANTAGES INC.","9201 boul. du Centre hospitalier |Lévis (Charny), Quebec G6X1L5",55879,"Firm",8321001,"Real Estate Agency","Agricultural","Carport, Other",11,"Single Family","Quebec","46.57162975","-71.20679978","G0S2W0"
36,"415 Rue du Petit-Coliade|#302|La Prairie, Quebec J5R0R1",2,1,"Dimitrios Rounis",514,2143232,459888,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=ROYALLEPAGE&NoMLS=19509784&Lang=E",NULL,"19509784","Apartment",4,"970 sqft",NULL,1486423,NULL,"Residential and Commercial Real Estate Broker","ROYAL LEPAGE DU QUARTIER","6971 Ch Côte-de-Liesse |St-Laurent, Quebec H4T1Z3",273473,"Firm",4199888,"Real Estate Agency","Residential","Integrated Garage, Garage",1,"Single Family","Quebec","45.398397","-73.469144","J5R0R1"
35,"Ch. Nibi|Ferme-Neuve, Quebec J0W1C0",NULL,NULL,"Frank Crépeau",819,4409646,275000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=REMAX&NoMLS=19512186&Lang=E",NULL,"19512186",NULL,NULL,NULL,NULL,1976997,NULL,"Certified Residential and Commercial Real Estate Broker AEO","RE/MAX MONT-LAURIER","108 - 246 boul. Albiny-Paquette |Mont-Laurier, Quebec J9L1J9",115283,"Firm",6232266,"Real Estate Agency","Residential",NULL,NULL,"Vacant Land","Quebec","46.82601218","-75.71307603","J0W1C0"
161,"#334 4200 LAKESHORE Drive,|Osoyoos, British Columbia V0H1V6",1,1,"Jim Harvey",250,4084696,229900,"AlternateFeatureSheetWebsite",1,"https://listings.fairrealtybc.com/listing/334-4200-LAKESHORE-DRIVE/2b46y",NULL,"199798","Apartment",1,"625 sqft",NULL,2007014,NULL,NULL,"Fair Realty (Penticton)","129 Nanaimo Avenue W|Penticton, British Columbia V2A1N2",266994,"Firm",4803000,NULL,NULL,"Underground",0,"Single Family","British Columbia","49.017876","-119.436272","V0H1V6"
172,"2960 OUTLOOK Way,|Naramata, British Columbia V0H1N1",0,0,"Diane Fox",250,4922266,289000,"AlternateFeatureSheetWebsite",1,"http://interiorbc.xposureapp.com/listing/Naramata-BC/2960-Outlook-Way/2b58u",NULL,"199824","No Building",NULL,NULL,NULL,1616745,NULL,"Personal Real Estate Corporation","RE/MAX Penticton Realty","#101-3115 Skaha Lake Rd|Penticton, British Columbia V2A6G5",54396,"Firm",4922266,NULL,"Other",NULL,NULL,"Vacant Land","British Columbia","49.590166","-119.566334","V0H1N1"
7,"2144 MAIN Street,|Cawston, British Columbia V0X1C1",2,1,"Stacey Roberts",250,8084569,535000,"AlternateFeatureSheetWebsite",1,"https://listings.interiorrealtors.ca/listing/2144-MAIN-ST/2a332",NULL,"199825","House",1,"1400 sqft",NULL,2133548,NULL,NULL,"Century 21 Horizon West Realty","224 Bridge St, PO Box 880|Princeton, British Columbia V0X1W0",54393,"Firm",2956977,NULL,NULL,"See Remarks, Carport (1)",2,"Single Family","British Columbia","49.18115","-119.76095","V0X1C1"
34,"242 Route 276|Saint-Joseph-de-Beauce, Quebec G0S2V0",5,2,"Luc Leblond",418,3860093,349000,"AlternateFeatureSheetWebsite",1,"https://passerelle.centris.ca/redirect.aspx?CodeDest=PROPRIO&NoMLS=20021206&Lang=E",NULL,"20021206","House",1,NULL,NULL,2066108,NULL,"Residential Real Estate Broker","PROPRIO DIRECT","200 - 3899 aut. des Laurentides |Laval, Quebec H7L3H7",54123,"Firm",8564444,"Real Estate Agency","Residential","Detached Garage, Other, Garage",7,"Single Family","Quebec","46.31451712","-70.87077913","G0S2V0"
191,"525 TOMIKO Road|Crystal Falls, Ontario P0H1L0",3,2,"MICHAEL PAGE",705,7531155,435000,NULL,NULL,NULL,NULL,"40437345","House",2,"1273.0000",NULL,1401976,NULL,"Broker of Record","Page & Associates Realty, Brokerage","59 Front Street|STURGEON FALLS, Ontario P2B2G8",149062,"Firm",7531155,NULL,NULL,NULL,NULL,"Single Family","Ontario","46.49445276","-79.86523012","P0H1L0"
